MacherTypes	SelectorTypes	DetectorType	descriptorType	FrameNo	No of KP	 KP-time 	No of Desc	Desc-time	No of Match	Match-time
MAT_FLANN    	SEL_KNN    	HARRIS   	BRIEF    	5	47	15354	[32 x 47]	162	26	195
MAT_FLANN    	SEL_KNN    	HARRIS   	BRIEF    	6	18	5708	[32 x 18]	127	47	225
MAT_FLANN    	SEL_KNN    	HARRIS   	BRIEF    	7	33	6889	[32 x 33]	147	18	159
MAT_FLANN    	SEL_KNN    	HARRIS   	BRIEF    	8	27	6092	[32 x 27]	134	33	220
MAT_FLANN    	SEL_KNN    	HARRIS   	BRIEF    	9	35	9011	[32 x 35]	146	27	210
MAT_FLANN    	SEL_KNN    	HARRIS   	ORB       	0	17	23427	[32 x 17]	4285	0	0
MAT_FLANN    	SEL_KNN    	HARRIS   	ORB       	1	14	8430	[32 x 14]	2468	17	127
MAT_FLANN    	SEL_KNN    	HARRIS   	ORB       	2	19	6710	[32 x 19]	1848	14	101
MAT_FLANN    	SEL_KNN    	HARRIS   	ORB       	3	22	5834	[32 x 22]	1917	19	136
MAT_FLANN    	SEL_KNN    	HARRIS   	ORB       	4	26	6320	[32 x 26]	1830	22	170
MAT_FLANN    	SEL_KNN    	HARRIS   	ORB       	5	47	16213	[32 x 47]	1839	26	217
MAT_FLANN    	SEL_KNN    	HARRIS   	ORB       	6	18	5926	[32 x 18]	1809	47	230
MAT_FLANN    	SEL_KNN    	HARRIS   	ORB       	7	33	7929	[32 x 33]	2003	18	158
MAT_FLANN    	SEL_KNN    	HARRIS   	ORB       	8	27	6704	[32 x 27]	2006	33	235
MAT_FLANN    	SEL_KNN    	HARRIS   	ORB       	9	35	9455	[32 x 35]	2245	27	250
MAT_FLANN    	SEL_KNN    	HARRIS   	FREAK    	0	17	14697	[64 x 17]	17703	0	0
MAT_FLANN    	SEL_KNN    	HARRIS   	FREAK    	1	14	5693	[64 x 14]	17540	17	105
MAT_FLANN    	SEL_KNN    	HARRIS   	FREAK    	2	19	6306	[64 x 19]	17561	14	122
MAT_FLANN    	SEL_KNN    	HARRIS   	FREAK    	3	22	6810	[64 x 22]	18072	19	233
MAT_FLANN    	SEL_KNN    	HARRIS   	FREAK    	4	26	6237	[64 x 26]	17731	22	214
MAT_FLANN    	SEL_KNN    	HARRIS   	FREAK    	5	47	16453	[64 x 47]	17832	26	253
MAT_FLANN    	SEL_KNN    	HARRIS   	FREAK    	6	18	5631	[64 x 18]	17707	47	268
MAT_FLANN    	SEL_KNN    	HARRIS   	FREAK    	7	33	7327	[64 x 33]	17688	18	198
MAT_FLANN    	SEL_KNN    	HARRIS   	FREAK    	8	27	7135	[64 x 27]	17804	33	303
MAT_FLANN    	SEL_KNN    	HARRIS   	FREAK    	9	35	9788	[64 x 35]	17871	27	314
MAT_FLANN    	SEL_KNN    	HARRIS   	AKAZE    	0	17	23042	[0 x 0]	-1	0	0
MAT_FLANN    	SEL_KNN    	HARRIS   	AKAZE    	1	14	5675	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	HARRIS   	AKAZE    	2	19	6784	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	HARRIS   	AKAZE    	3	22	6321	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	HARRIS   	AKAZE    	4	26	6167	[0 x 0]	-1	0	4
MAT_FLANN    	SEL_KNN    	HARRIS   	AKAZE    	5	47	16221	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	HARRIS   	AKAZE    	6	18	6007	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	HARRIS   	AKAZE    	7	33	7044	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	HARRIS   	AKAZE    	8	27	6375	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	HARRIS   	AKAZE    	9	35	9261	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	HARRIS   	SIFT     	0	17	20879	[128 x 17]	16919	0	0
MAT_FLANN    	SEL_KNN    	HARRIS   	SIFT     	1	14	7419	[128 x 14]	8334	17	93
MAT_FLANN    	SEL_KNN    	HARRIS   	SIFT     	2	19	5761	[128 x 19]	7187	14	107
MAT_FLANN    	SEL_KNN    	HARRIS   	SIFT     	3	22	5722	[128 x 22]	7276	19	153
MAT_FLANN    	SEL_KNN    	HARRIS   	SIFT     	4	26	6445	[128 x 26]	7318	22	179
MAT_FLANN    	SEL_KNN    	HARRIS   	SIFT     	5	47	14960	[128 x 47]	7326	26	276
MAT_FLANN    	SEL_KNN    	HARRIS   	SIFT     	6	18	5385	[128 x 18]	7189	47	258
MAT_FLANN    	SEL_KNN    	HARRIS   	SIFT     	7	33	6746	[128 x 33]	7293	18	187
MAT_FLANN    	SEL_KNN    	HARRIS   	SIFT     	8	27	6122	[128 x 27]	7314	33	255
MAT_FLANN    	SEL_KNN    	HARRIS   	SIFT     	9	35	8887	[128 x 35]	7266	27	236
MAT_FLANN    	SEL_KNN    	FAST      	BRISK     	0	419	8364	[64 x 419]	29015	0	0
MAT_FLANN    	SEL_KNN    	FAST      	BRISK     	1	427	1863	[64 x 427]	13507	419	3267
MAT_FLANN    	SEL_KNN    	FAST      	BRISK     	2	404	1445	[64 x 404]	11673	427	3284
MAT_FLANN    	SEL_KNN    	FAST      	BRISK     	3	423	1447	[64 x 423]	11622	404	3167
MAT_FLANN    	SEL_KNN    	FAST      	BRISK     	4	386	1449	[64 x 386]	11397	423	3212
MAT_FLANN    	SEL_KNN    	FAST      	BRISK     	5	414	1463	[64 x 414]	11697	386	3174
MAT_FLANN    	SEL_KNN    	FAST      	BRISK     	6	418	1474	[64 x 418]	11733	414	3240
MAT_FLANN    	SEL_KNN    	FAST      	BRISK     	7	406	1468	[64 x 406]	11562	418	3322
MAT_FLANN    	SEL_KNN    	FAST      	BRISK     	8	396	1496	[64 x 396]	11453	406	3160
MAT_FLANN    	SEL_KNN    	FAST      	BRISK     	9	401	1500	[64 x 401]	11465	396	3066
MAT_FLANN    	SEL_KNN    	FAST      	BRIEF    	0	419	8374	[32 x 419]	3820	0	0
MAT_FLANN    	SEL_KNN    	FAST      	BRIEF    	1	427	1471	[32 x 427]	821	419	2900
MAT_FLANN    	SEL_KNN    	FAST      	BRIEF    	2	404	1595	[32 x 404]	686	427	2792
MAT_FLANN    	SEL_KNN    	FAST      	BRIEF    	3	423	1571	[32 x 423]	670	404	2737
MAT_FLANN    	SEL_KNN    	FAST      	BRIEF    	4	386	1450	[32 x 386]	600	423	2765
MAT_FLANN    	SEL_KNN    	FAST      	BRIEF    	5	414	1507	[32 x 414]	645	386	2645
MAT_FLANN    	SEL_KNN    	FAST      	BRIEF    	6	418	1557	[32 x 418]	824	414	2748
MAT_FLANN    	SEL_KNN    	FAST      	BRIEF    	7	406	1465	[32 x 406]	695	418	2712
MAT_FLANN    	SEL_KNN    	FAST      	BRIEF    	8	396	1493	[32 x 396]	637	406	2689
MAT_FLANN    	SEL_KNN    	FAST      	BRIEF    	9	401	1496	[32 x 401]	689	396	2695
MAT_FLANN    	SEL_KNN    	FAST      	ORB       	0	419	8237	[32 x 419]	10012	0	0
MAT_FLANN    	SEL_KNN    	FAST      	ORB       	1	427	3128	[32 x 427]	4011	419	4613
MAT_FLANN    	SEL_KNN    	FAST      	ORB       	2	404	1913	[32 x 404]	2649	427	3382
MAT_FLANN    	SEL_KNN    	FAST      	ORB       	3	423	1454	[32 x 423]	2184	404	2832
MAT_FLANN    	SEL_KNN    	FAST      	ORB       	4	386	1431	[32 x 386]	2138	423	2770
MAT_FLANN    	SEL_KNN    	FAST      	ORB       	5	414	1451	[32 x 414]	2143	386	2714
MAT_FLANN    	SEL_KNN    	FAST      	ORB       	6	418	1802	[32 x 418]	2339	414	2776
MAT_FLANN    	SEL_KNN    	FAST      	ORB       	7	406	1716	[32 x 406]	2647	418	2883
MAT_FLANN    	SEL_KNN    	FAST      	ORB       	8	396	1489	[32 x 396]	2179	406	2662
MAT_FLANN    	SEL_KNN    	FAST      	ORB       	9	401	1592	[32 x 401]	2084	396	2688
MAT_FLANN    	SEL_KNN    	FAST      	FREAK    	0	419	9134	[64 x 419]	38585	0	0
MAT_FLANN    	SEL_KNN    	FAST      	FREAK    	1	427	1622	[64 x 427]	19104	419	3754
MAT_FLANN    	SEL_KNN    	FAST      	FREAK    	2	404	1445	[64 x 404]	18872	427	3257
MAT_FLANN    	SEL_KNN    	FAST      	FREAK    	3	423	1443	[64 x 423]	18985	404	3194
MAT_FLANN    	SEL_KNN    	FAST      	FREAK    	4	386	1481	[64 x 386]	19482	423	3807
MAT_FLANN    	SEL_KNN    	FAST      	FREAK    	5	414	1488	[64 x 414]	19062	386	3065
MAT_FLANN    	SEL_KNN    	FAST      	FREAK    	6	418	1722	[64 x 418]	19108	414	3228
MAT_FLANN    	SEL_KNN    	FAST      	FREAK    	7	406	1465	[64 x 406]	19043	418	3889
MAT_FLANN    	SEL_KNN    	FAST      	FREAK    	8	396	1490	[64 x 396]	18951	406	3104
MAT_FLANN    	SEL_KNN    	FAST      	FREAK    	9	401	1989	[64 x 401]	19484	396	3251
MAT_FLANN    	SEL_KNN    	FAST      	AKAZE    	0	419	5619	[0 x 0]	-1	0	0
MAT_FLANN    	SEL_KNN    	FAST      	AKAZE    	1	427	1471	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	FAST      	AKAZE    	2	404	1817	[0 x 0]	-1	0	17
MAT_FLANN    	SEL_KNN    	FAST      	AKAZE    	3	423	1454	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	FAST      	AKAZE    	4	386	1765	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	FAST      	AKAZE    	5	414	1460	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	FAST      	AKAZE    	6	418	1849	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	FAST      	AKAZE    	7	406	1479	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	FAST      	AKAZE    	8	396	1508	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	FAST      	AKAZE    	9	401	1502	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	FAST      	SIFT     	0	419	8382	[128 x 419]	26236	0	0
MAT_FLANN    	SEL_KNN    	FAST      	SIFT     	1	427	2028	[128 x 427]	11454	419	4034
MAT_FLANN    	SEL_KNN    	FAST      	SIFT     	2	404	1445	[128 x 404]	9049	427	3744
MAT_FLANN    	SEL_KNN    	FAST      	SIFT     	3	423	1464	[128 x 423]	9194	404	3744
MAT_FLANN    	SEL_KNN    	FAST      	SIFT     	4	386	1445	[128 x 386]	9076	423	3844
MAT_FLANN    	SEL_KNN    	FAST      	SIFT     	5	414	1453	[128 x 414]	9693	386	3645
MAT_FLANN    	SEL_KNN    	FAST      	SIFT     	6	418	1470	[128 x 418]	9563	414	3671
MAT_FLANN    	SEL_KNN    	FAST      	SIFT     	7	406	1501	[128 x 406]	9188	418	3725
MAT_FLANN    	SEL_KNN    	FAST      	SIFT     	8	396	1492	[128 x 396]	9052	406	3665
MAT_FLANN    	SEL_KNN    	FAST      	SIFT     	9	401	1558	[128 x 401]	9155	396	3597
MAT_FLANN    	SEL_KNN    	BRISK    	BRISK     	0	264	65356	[64 x 264]	11212	0	0
MAT_FLANN    	SEL_KNN    	BRISK    	BRISK     	1	282	35523	[64 x 282]	10943	264	2048
MAT_FLANN    	SEL_KNN    	BRISK    	BRISK     	2	282	35124	[64 x 282]	11014	282	2172
MAT_FLANN    	SEL_KNN    	BRISK    	BRISK     	3	277	35289	[64 x 277]	11011	282	2131
MAT_FLANN    	SEL_KNN    	BRISK    	BRISK     	4	297	35360	[64 x 297]	10966	277	2160
MAT_FLANN    	SEL_KNN    	BRISK    	BRISK     	5	279	34918	[64 x 279]	10986	297	2261
MAT_FLANN    	SEL_KNN    	BRISK    	BRISK     	6	289	34992	[64 x 289]	11081	279	2147
MAT_FLANN    	SEL_KNN    	BRISK    	BRISK     	7	272	35476	[64 x 272]	10986	289	2153
MAT_FLANN    	SEL_KNN    	BRISK    	BRISK     	8	266	35516	[64 x 266]	11289	272	2056
MAT_FLANN    	SEL_KNN    	BRISK    	BRISK     	9	254	35347	[64 x 254]	11038	266	2019
MAT_FLANN    	SEL_KNN    	BRISK    	BRIEF    	0	264	63030	[32 x 264]	524	0	0
MAT_FLANN    	SEL_KNN    	BRISK    	BRIEF    	1	282	35542	[32 x 282]	548	264	1759
MAT_FLANN    	SEL_KNN    	BRISK    	BRIEF    	2	282	35269	[32 x 282]	546	282	1814
MAT_FLANN    	SEL_KNN    	BRISK    	BRIEF    	3	277	34684	[32 x 277]	539	282	1843
MAT_FLANN    	SEL_KNN    	BRISK    	BRIEF    	4	297	34865	[32 x 297]	568	277	1819
MAT_FLANN    	SEL_KNN    	BRISK    	BRIEF    	5	279	34503	[32 x 279]	552	297	1941
MAT_FLANN    	SEL_KNN    	BRISK    	BRIEF    	6	289	34563	[32 x 289]	623	279	1803
MAT_FLANN    	SEL_KNN    	BRISK    	BRIEF    	7	272	34737	[32 x 272]	530	289	1783
MAT_FLANN    	SEL_KNN    	BRISK    	BRIEF    	8	266	34382	[32 x 266]	529	272	1702
MAT_FLANN    	SEL_KNN    	BRISK    	BRIEF    	9	254	34356	[32 x 254]	516	266	1759
MAT_FLANN    	SEL_KNN    	BRISK    	ORB       	0	264	69356	[32 x 264]	6127	0	0
MAT_FLANN    	SEL_KNN    	BRISK    	ORB       	1	282	34999	[32 x 282]	6185	264	1812
MAT_FLANN    	SEL_KNN    	BRISK    	ORB       	2	282	34831	[32 x 282]	6125	282	1980
MAT_FLANN    	SEL_KNN    	BRISK    	ORB       	3	277	34555	[32 x 277]	6110	282	1919
MAT_FLANN    	SEL_KNN    	BRISK    	ORB       	4	297	34634	[32 x 297]	6188	277	1916
MAT_FLANN    	SEL_KNN    	BRISK    	ORB       	5	279	34590	[32 x 279]	6176	297	1958
MAT_FLANN    	SEL_KNN    	BRISK    	ORB       	6	289	34430	[32 x 289]	6138	279	1967
MAT_FLANN    	SEL_KNN    	BRISK    	ORB       	7	272	34772	[32 x 272]	6158	289	1917
MAT_FLANN    	SEL_KNN    	BRISK    	ORB       	8	266	35368	[32 x 266]	6171	272	1794
MAT_FLANN    	SEL_KNN    	BRISK    	ORB       	9	254	34459	[32 x 254]	6261	266	1772
MAT_FLANN    	SEL_KNN    	BRISK    	FREAK    	0	242	67528	[64 x 242]	17747	0	0
MAT_FLANN    	SEL_KNN    	BRISK    	FREAK    	1	260	35019	[64 x 260]	17894	242	1854
MAT_FLANN    	SEL_KNN    	BRISK    	FREAK    	2	263	34315	[64 x 263]	17856	260	1992
MAT_FLANN    	SEL_KNN    	BRISK    	FREAK    	3	264	34174	[64 x 264]	17948	263	1999
MAT_FLANN    	SEL_KNN    	BRISK    	FREAK    	4	274	34598	[64 x 274]	17950	264	2084
MAT_FLANN    	SEL_KNN    	BRISK    	FREAK    	5	256	34730	[64 x 256]	17800	274	2016
MAT_FLANN    	SEL_KNN    	BRISK    	FREAK    	6	269	35015	[64 x 269]	18041	256	2026
MAT_FLANN    	SEL_KNN    	BRISK    	FREAK    	7	255	33905	[64 x 255]	17542	269	2045
MAT_FLANN    	SEL_KNN    	BRISK    	FREAK    	8	243	33937	[64 x 243]	17643	255	1894
MAT_FLANN    	SEL_KNN    	BRISK    	FREAK    	9	237	33936	[64 x 237]	17775	243	1824
MAT_FLANN    	SEL_KNN    	BRISK    	AKAZE    	0	264	58007	[0 x 0]	-1	0	0
MAT_FLANN    	SEL_KNN    	BRISK    	AKAZE    	1	282	34917	[0 x 0]	-1	0	4
MAT_FLANN    	SEL_KNN    	BRISK    	AKAZE    	2	282	34803	[0 x 0]	-1	0	4
MAT_FLANN    	SEL_KNN    	BRISK    	AKAZE    	3	277	34401	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	BRISK    	AKAZE    	4	297	34571	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	BRISK    	AKAZE    	5	279	34686	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	BRISK    	AKAZE    	6	289	34369	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	BRISK    	AKAZE    	7	272	33913	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	BRISK    	AKAZE    	8	266	34172	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	BRISK    	AKAZE    	9	254	34146	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	BRISK    	SIFT     	0	264	66574	[128 x 264]	12117	0	0
MAT_FLANN    	SEL_KNN    	BRISK    	SIFT     	1	282	44217	[128 x 282]	12124	264	2589
MAT_FLANN    	SEL_KNN    	BRISK    	SIFT     	2	282	44404	[128 x 282]	12647	282	2986
MAT_FLANN    	SEL_KNN    	BRISK    	SIFT     	3	277	44362	[128 x 277]	12228	282	2713
MAT_FLANN    	SEL_KNN    	BRISK    	SIFT     	4	297	44380	[128 x 297]	12270	277	2710
MAT_FLANN    	SEL_KNN    	BRISK    	SIFT     	5	279	44910	[128 x 279]	12379	297	2728
MAT_FLANN    	SEL_KNN    	BRISK    	SIFT     	6	289	44301	[128 x 289]	12071	279	2752
MAT_FLANN    	SEL_KNN    	BRISK    	SIFT     	7	272	43932	[128 x 272]	12072	289	2660
MAT_FLANN    	SEL_KNN    	BRISK    	SIFT     	8	266	43626	[128 x 266]	12059	272	2538
MAT_FLANN    	SEL_KNN    	BRISK    	SIFT     	9	254	43855	[128 x 254]	11809	266	2417
MAT_FLANN    	SEL_KNN    	ORB       	BRISK     	0	83	9167	[64 x 83]	21962	0	0
MAT_FLANN    	SEL_KNN    	ORB       	BRISK     	1	93	6252	[64 x 93]	11729	83	697
MAT_FLANN    	SEL_KNN    	ORB       	BRISK     	2	95	4102	[64 x 95]	9767	93	710
MAT_FLANN    	SEL_KNN    	ORB       	BRISK     	3	103	4060	[64 x 103]	9666	95	723
MAT_FLANN    	SEL_KNN    	ORB       	BRISK     	4	101	4078	[64 x 101]	9672	103	751
MAT_FLANN    	SEL_KNN    	ORB       	BRISK     	5	116	4064	[64 x 116]	9758	101	845
MAT_FLANN    	SEL_KNN    	ORB       	BRISK     	6	120	4113	[64 x 120]	9777	116	880
MAT_FLANN    	SEL_KNN    	ORB       	BRISK     	7	120	4063	[64 x 120]	9891	120	902
MAT_FLANN    	SEL_KNN    	ORB       	BRISK     	8	119	4151	[64 x 119]	9841	120	893
MAT_FLANN    	SEL_KNN    	ORB       	BRISK     	9	120	4225	[64 x 120]	9813	119	894
MAT_FLANN    	SEL_KNN    	ORB       	BRIEF    	0	92	9658	[32 x 92]	507	0	0
MAT_FLANN    	SEL_KNN    	ORB       	BRIEF    	1	102	9245	[32 x 102]	446	92	1160
MAT_FLANN    	SEL_KNN    	ORB       	BRIEF    	2	106	5862	[32 x 106]	289	102	816
MAT_FLANN    	SEL_KNN    	ORB       	BRIEF    	3	113	4634	[32 x 113]	251	106	704
MAT_FLANN    	SEL_KNN    	ORB       	BRIEF    	4	109	4002	[32 x 109]	225	113	644
MAT_FLANN    	SEL_KNN    	ORB       	BRIEF    	5	125	4089	[32 x 125]	248	109	683
MAT_FLANN    	SEL_KNN    	ORB       	BRIEF    	6	130	4057	[32 x 130]	254	125	750
MAT_FLANN    	SEL_KNN    	ORB       	BRIEF    	7	129	4106	[32 x 129]	253	130	788
MAT_FLANN    	SEL_KNN    	ORB       	BRIEF    	8	127	4071	[32 x 127]	250	129	768
MAT_FLANN    	SEL_KNN    	ORB       	BRIEF    	9	128	4127	[32 x 128]	251	127	758
MAT_FLANN    	SEL_KNN    	ORB       	ORB       	0	92	11457	[32 x 92]	17348	0	0
MAT_FLANN    	SEL_KNN    	ORB       	ORB       	1	102	6561	[32 x 102]	8488	92	792
MAT_FLANN    	SEL_KNN    	ORB       	ORB       	2	106	4276	[32 x 106]	6480	102	655
MAT_FLANN    	SEL_KNN    	ORB       	ORB       	3	113	4088	[32 x 113]	6420	106	714
MAT_FLANN    	SEL_KNN    	ORB       	ORB       	4	109	4031	[32 x 109]	6481	113	738
MAT_FLANN    	SEL_KNN    	ORB       	ORB       	5	125	4170	[32 x 125]	6489	109	779
MAT_FLANN    	SEL_KNN    	ORB       	ORB       	6	130	4013	[32 x 130]	6510	125	820
MAT_FLANN    	SEL_KNN    	ORB       	ORB       	7	129	4081	[32 x 129]	6487	130	888
MAT_FLANN    	SEL_KNN    	ORB       	ORB       	8	127	4195	[32 x 127]	6542	129	844
MAT_FLANN    	SEL_KNN    	ORB       	ORB       	9	128	4197	[32 x 128]	6479	127	868
MAT_FLANN    	SEL_KNN    	ORB       	FREAK    	0	46	11588	[64 x 46]	33001	0	0
MAT_FLANN    	SEL_KNN    	ORB       	FREAK    	1	53	4505	[64 x 53]	16661	46	365
MAT_FLANN    	SEL_KNN    	ORB       	FREAK    	2	56	4097	[64 x 56]	16755	53	406
MAT_FLANN    	SEL_KNN    	ORB       	FREAK    	3	65	3994	[64 x 65]	16821	56	427
MAT_FLANN    	SEL_KNN    	ORB       	FREAK    	4	55	4018	[64 x 55]	16763	65	523
MAT_FLANN    	SEL_KNN    	ORB       	FREAK    	5	64	4014	[64 x 64]	16446	55	428
MAT_FLANN    	SEL_KNN    	ORB       	FREAK    	6	66	4072	[64 x 66]	16738	64	475
MAT_FLANN    	SEL_KNN    	ORB       	FREAK    	7	71	4034	[64 x 71]	16497	66	476
MAT_FLANN    	SEL_KNN    	ORB       	FREAK    	8	73	4107	[64 x 73]	16733	71	527
MAT_FLANN    	SEL_KNN    	ORB       	FREAK    	9	71	4121	[64 x 71]	16481	73	539
MAT_FLANN    	SEL_KNN    	ORB       	AKAZE    	0	92	9781	[0 x 0]	-1	0	0
MAT_FLANN    	SEL_KNN    	ORB       	AKAZE    	1	102	4064	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	ORB       	AKAZE    	2	106	4133	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	ORB       	AKAZE    	3	113	4063	[0 x 0]	-1	0	4
MAT_FLANN    	SEL_KNN    	ORB       	AKAZE    	4	109	4051	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	ORB       	AKAZE    	5	125	4049	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	ORB       	AKAZE    	6	130	4084	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	ORB       	AKAZE    	7	129	4189	[0 x 0]	-1	0	4
MAT_FLANN    	SEL_KNN    	ORB       	AKAZE    	8	127	4141	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	ORB       	AKAZE    	9	128	4237	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	ORB       	SIFT     	0	92	20591	[128 x 92]	23786	0	0
MAT_FLANN    	SEL_KNN    	ORB       	SIFT     	1	102	4761	[128 x 102]	13196	92	824
MAT_FLANN    	SEL_KNN    	ORB       	SIFT     	2	106	4069	[128 x 106]	13184	102	881
MAT_FLANN    	SEL_KNN    	ORB       	SIFT     	3	113	4127	[128 x 113]	13169	106	974
MAT_FLANN    	SEL_KNN    	ORB       	SIFT     	4	109	4085	[128 x 109]	12759	113	936
MAT_FLANN    	SEL_KNN    	ORB       	SIFT     	5	125	4130	[128 x 125]	13195	109	976
MAT_FLANN    	SEL_KNN    	ORB       	SIFT     	6	130	4190	[128 x 130]	13444	125	1064
MAT_FLANN    	SEL_KNN    	ORB       	SIFT     	7	129	4075	[128 x 129]	14318	130	1025
MAT_FLANN    	SEL_KNN    	ORB       	SIFT     	8	127	4129	[128 x 127]	14531	129	1034
MAT_FLANN    	SEL_KNN    	ORB       	SIFT     	9	128	4250	[128 x 128]	13527	127	1061
MAT_FLANN    	SEL_KNN    	AKAZE    	BRISK     	0	166	47263	[64 x 166]	10934	0	0
MAT_FLANN    	SEL_KNN    	AKAZE    	BRISK     	1	157	23444	[64 x 157]	10065	166	1231
MAT_FLANN    	SEL_KNN    	AKAZE    	BRISK     	2	161	23429	[64 x 161]	9991	157	1188
MAT_FLANN    	SEL_KNN    	AKAZE    	BRISK     	3	155	23555	[64 x 155]	10228	161	1184
MAT_FLANN    	SEL_KNN    	AKAZE    	BRISK     	4	163	23553	[64 x 163]	10177	155	1198
MAT_FLANN    	SEL_KNN    	AKAZE    	BRISK     	5	164	23363	[64 x 164]	10122	163	1264
MAT_FLANN    	SEL_KNN    	AKAZE    	BRISK     	6	173	23288	[64 x 173]	10157	164	1243
MAT_FLANN    	SEL_KNN    	AKAZE    	BRISK     	7	175	23485	[64 x 175]	10099	173	1306
MAT_FLANN    	SEL_KNN    	AKAZE    	BRISK     	8	177	23593	[64 x 177]	10182	175	1381
MAT_FLANN    	SEL_KNN    	AKAZE    	BRISK     	9	179	23415	[64 x 179]	10181	177	1489
MAT_FLANN    	SEL_KNN    	AKAZE    	BRIEF    	0	166	50192	[32 x 166]	474	0	0
MAT_FLANN    	SEL_KNN    	AKAZE    	BRIEF    	1	157	23614	[32 x 157]	393	166	1027
MAT_FLANN    	SEL_KNN    	AKAZE    	BRIEF    	2	161	23321	[32 x 161]	402	157	1082
MAT_FLANN    	SEL_KNN    	AKAZE    	BRIEF    	3	155	23551	[32 x 155]	390	161	1290
MAT_FLANN    	SEL_KNN    	AKAZE    	BRIEF    	4	163	23540	[32 x 163]	409	155	966
MAT_FLANN    	SEL_KNN    	AKAZE    	BRIEF    	5	164	23930	[32 x 164]	406	163	1061
MAT_FLANN    	SEL_KNN    	AKAZE    	BRIEF    	6	173	23459	[32 x 173]	415	164	1040
MAT_FLANN    	SEL_KNN    	AKAZE    	BRIEF    	7	175	23437	[32 x 175]	397	173	1099
MAT_FLANN    	SEL_KNN    	AKAZE    	BRIEF    	8	177	23701	[32 x 177]	425	175	1125
MAT_FLANN    	SEL_KNN    	AKAZE    	BRIEF    	9	179	23473	[32 x 179]	424	177	1115
MAT_FLANN    	SEL_KNN    	AKAZE    	ORB       	0	166	58813	[32 x 166]	9829	0	0
MAT_FLANN    	SEL_KNN    	AKAZE    	ORB       	1	157	28661	[32 x 157]	4592	166	1159
MAT_FLANN    	SEL_KNN    	AKAZE    	ORB       	2	161	23324	[32 x 161]	4407	157	1048
MAT_FLANN    	SEL_KNN    	AKAZE    	ORB       	3	155	23499	[32 x 155]	4460	161	1064
MAT_FLANN    	SEL_KNN    	AKAZE    	ORB       	4	163	23944	[32 x 163]	4440	155	1033
MAT_FLANN    	SEL_KNN    	AKAZE    	ORB       	5	164	23405	[32 x 164]	4436	163	1074
MAT_FLANN    	SEL_KNN    	AKAZE    	ORB       	6	173	23424	[32 x 173]	4413	164	1101
MAT_FLANN    	SEL_KNN    	AKAZE    	ORB       	7	175	23426	[32 x 175]	4414	173	1162
MAT_FLANN    	SEL_KNN    	AKAZE    	ORB       	8	177	23471	[32 x 177]	4417	175	1190
MAT_FLANN    	SEL_KNN    	AKAZE    	ORB       	9	179	23527	[32 x 179]	4487	177	1214
MAT_FLANN    	SEL_KNN    	AKAZE    	FREAK    	0	166	48951	[64 x 166]	26461	0	0
MAT_FLANN    	SEL_KNN    	AKAZE    	FREAK    	1	157	23367	[64 x 157]	17592	166	1240
MAT_FLANN    	SEL_KNN    	AKAZE    	FREAK    	2	161	23228	[64 x 161]	17360	157	1358
MAT_FLANN    	SEL_KNN    	AKAZE    	FREAK    	3	155	23449	[64 x 155]	17571	161	1293
MAT_FLANN    	SEL_KNN    	AKAZE    	FREAK    	4	163	23725	[64 x 163]	17498	155	1197
MAT_FLANN    	SEL_KNN    	AKAZE    	FREAK    	5	164	23506	[64 x 164]	17542	163	1236
