MacherTypes	SelectorTypes	DetectorType	descriptorType	FrameNo	No of KP	 KP-time 	No of Desc	Desc-time	No of Match	Match-time
MAT_BF     	SEL_KNN    	HARRIS   	SIFT     	8	27	6186	[128 x 27]	7079	33	14
MAT_BF     	SEL_KNN    	HARRIS   	SIFT     	9	35	8957	[128 x 35]	7123	27	12
MAT_BF     	SEL_KNN    	FAST      	BRISK     	0	419	6591	[64 x 419]	46163	0	0
MAT_BF     	SEL_KNN    	FAST      	BRISK     	1	427	1543	[64 x 427]	19969	419	378
MAT_BF     	SEL_KNN    	FAST      	BRISK     	2	404	1446	[64 x 404]	19847	427	368
MAT_BF     	SEL_KNN    	FAST      	BRISK     	3	423	1446	[64 x 423]	20364	404	361
MAT_BF     	SEL_KNN    	FAST      	BRISK     	4	386	1446	[64 x 386]	19936	423	357
MAT_BF     	SEL_KNN    	FAST      	BRISK     	5	414	1459	[64 x 414]	20294	386	341
MAT_BF     	SEL_KNN    	FAST      	BRISK     	6	418	1534	[64 x 418]	19816	414	371
MAT_BF     	SEL_KNN    	FAST      	BRISK     	7	406	1465	[64 x 406]	19753	418	364
MAT_BF     	SEL_KNN    	FAST      	BRISK     	8	396	1494	[64 x 396]	19785	406	343
MAT_BF     	SEL_KNN    	FAST      	BRISK     	9	401	1497	[64 x 401]	19660	396	350
MAT_BF     	SEL_KNN    	FAST      	BRIEF    	0	419	5814	[32 x 419]	729	0	0
MAT_BF     	SEL_KNN    	FAST      	BRIEF    	1	427	1463	[32 x 427]	711	419	449
MAT_BF     	SEL_KNN    	FAST      	BRIEF    	2	404	1443	[32 x 404]	686	427	332
MAT_BF     	SEL_KNN    	FAST      	BRIEF    	3	423	1443	[32 x 423]	648	404	323
MAT_BF     	SEL_KNN    	FAST      	BRIEF    	4	386	1441	[32 x 386]	598	423	321
MAT_BF     	SEL_KNN    	FAST      	BRIEF    	5	414	1463	[32 x 414]	633	386	318
MAT_BF     	SEL_KNN    	FAST      	BRIEF    	6	418	1461	[32 x 418]	638	414	357
MAT_BF     	SEL_KNN    	FAST      	BRIEF    	7	406	1511	[32 x 406]	667	418	327
MAT_BF     	SEL_KNN    	FAST      	BRIEF    	8	396	1486	[32 x 396]	621	406	317
MAT_BF     	SEL_KNN    	FAST      	BRIEF    	9	401	1489	[32 x 401]	686	396	319
MAT_BF     	SEL_KNN    	FAST      	ORB       	0	419	6572	[32 x 419]	9581	0	0
MAT_BF     	SEL_KNN    	FAST      	ORB       	1	427	3607	[32 x 427]	4360	419	595
MAT_BF     	SEL_KNN    	FAST      	ORB       	2	404	2130	[32 x 404]	3080	427	401
MAT_BF     	SEL_KNN    	FAST      	ORB       	3	423	1674	[32 x 423]	2525	404	362
MAT_BF     	SEL_KNN    	FAST      	ORB       	4	386	1530	[32 x 386]	2190	423	319
MAT_BF     	SEL_KNN    	FAST      	ORB       	5	414	1453	[32 x 414]	2080	386	331
MAT_BF     	SEL_KNN    	FAST      	ORB       	6	418	1536	[32 x 418]	2087	414	333
MAT_BF     	SEL_KNN    	FAST      	ORB       	7	406	1461	[32 x 406]	2139	418	331
MAT_BF     	SEL_KNN    	FAST      	ORB       	8	396	1486	[32 x 396]	2138	406	319
MAT_BF     	SEL_KNN    	FAST      	ORB       	9	401	1493	[32 x 401]	2133	396	316
MAT_BF     	SEL_KNN    	FAST      	FREAK    	0	419	8208	[64 x 419]	38779	0	0
MAT_BF     	SEL_KNN    	FAST      	FREAK    	1	427	1615	[64 x 427]	18317	419	373
MAT_BF     	SEL_KNN    	FAST      	FREAK    	2	404	1441	[64 x 404]	17700	427	353
MAT_BF     	SEL_KNN    	FAST      	FREAK    	3	423	1445	[64 x 423]	18167	404	351
MAT_BF     	SEL_KNN    	FAST      	FREAK    	4	386	1476	[64 x 386]	17691	423	357
MAT_BF     	SEL_KNN    	FAST      	FREAK    	5	414	1508	[64 x 414]	18187	386	334
MAT_BF     	SEL_KNN    	FAST      	FREAK    	6	418	1461	[64 x 418]	17794	414	356
MAT_BF     	SEL_KNN    	FAST      	FREAK    	7	406	1466	[64 x 406]	18207	418	363
MAT_BF     	SEL_KNN    	FAST      	FREAK    	8	396	1489	[64 x 396]	17692	406	341
MAT_BF     	SEL_KNN    	FAST      	FREAK    	9	401	1509	[64 x 401]	18238	396	332
MAT_BF     	SEL_KNN    	FAST      	AKAZE    	0	419	5054	[0 x 0]	-1	0	0
MAT_BF     	SEL_KNN    	FAST      	AKAZE    	1	427	1468	[0 x 0]	-1	0	3
MAT_BF     	SEL_KNN    	FAST      	AKAZE    	2	404	1455	[0 x 0]	-1	0	4
MAT_BF     	SEL_KNN    	FAST      	AKAZE    	3	423	1460	[0 x 0]	-1	0	3
MAT_BF     	SEL_KNN    	FAST      	AKAZE    	4	386	1461	[0 x 0]	-1	0	3
MAT_BF     	SEL_KNN    	FAST      	AKAZE    	5	414	1458	[0 x 0]	-1	0	3
MAT_BF     	SEL_KNN    	FAST      	AKAZE    	6	418	1468	[0 x 0]	-1	0	3
MAT_BF     	SEL_KNN    	FAST      	AKAZE    	7	406	1467	[0 x 0]	-1	0	3
MAT_BF     	SEL_KNN    	FAST      	AKAZE    	8	396	1646	[0 x 0]	-1	0	3
MAT_BF     	SEL_KNN    	FAST      	AKAZE    	9	401	1498	[0 x 0]	-1	0	3
MAT_BF     	SEL_KNN    	FAST      	SIFT     	0	419	8215	[128 x 419]	26820	0	0
MAT_BF     	SEL_KNN    	FAST      	SIFT     	1	427	1939	[128 x 427]	11026	419	447
MAT_BF     	SEL_KNN    	FAST      	SIFT     	2	404	1443	[128 x 404]	9032	427	445
MAT_BF     	SEL_KNN    	FAST      	SIFT     	3	423	1506	[128 x 423]	9175	404	428
MAT_BF     	SEL_KNN    	FAST      	SIFT     	4	386	1447	[128 x 386]	9857	423	547
MAT_BF     	SEL_KNN    	FAST      	SIFT     	5	414	1459	[128 x 414]	9860	386	412
MAT_BF     	SEL_KNN    	FAST      	SIFT     	6	418	1473	[128 x 418]	9471	414	424
MAT_BF     	SEL_KNN    	FAST      	SIFT     	7	406	1531	[128 x 406]	8995	418	430
MAT_BF     	SEL_KNN    	FAST      	SIFT     	8	396	1490	[128 x 396]	9280	406	407
MAT_BF     	SEL_KNN    	FAST      	SIFT     	9	401	1498	[128 x 401]	8983	396	408
MAT_BF     	SEL_KNN    	BRISK    	BRISK     	0	264	71164	[64 x 264]	19015	0	0
MAT_BF     	SEL_KNN    	BRISK    	BRISK     	1	282	45195	[64 x 282]	18997	264	225
MAT_BF     	SEL_KNN    	BRISK    	BRISK     	2	282	46115	[64 x 282]	19129	282	233
MAT_BF     	SEL_KNN    	BRISK    	BRISK     	3	277	45322	[64 x 277]	19012	282	229
MAT_BF     	SEL_KNN    	BRISK    	BRISK     	4	297	45598	[64 x 297]	19348	277	237
MAT_BF     	SEL_KNN    	BRISK    	BRISK     	5	279	44792	[64 x 279]	19028	297	246
MAT_BF     	SEL_KNN    	BRISK    	BRISK     	6	289	45511	[64 x 289]	19610	279	234
MAT_BF     	SEL_KNN    	BRISK    	BRISK     	7	272	45218	[64 x 272]	19200	289	220
MAT_BF     	SEL_KNN    	BRISK    	BRISK     	8	266	45907	[64 x 266]	19743	272	215
MAT_BF     	SEL_KNN    	BRISK    	BRISK     	9	254	44771	[64 x 254]	18887	266	284
MAT_BF     	SEL_KNN    	BRISK    	BRIEF    	0	264	74998	[32 x 264]	472	0	0
MAT_BF     	SEL_KNN    	BRISK    	BRIEF    	1	282	45444	[32 x 282]	505	264	197
MAT_BF     	SEL_KNN    	BRISK    	BRIEF    	2	282	44853	[32 x 282]	490	282	210
MAT_BF     	SEL_KNN    	BRISK    	BRIEF    	3	277	45258	[32 x 277]	484	282	207
MAT_BF     	SEL_KNN    	BRISK    	BRIEF    	4	297	44626	[32 x 297]	518	277	221
MAT_BF     	SEL_KNN    	BRISK    	BRIEF    	5	279	45192	[32 x 279]	489	297	220
MAT_BF     	SEL_KNN    	BRISK    	BRIEF    	6	289	44420	[32 x 289]	502	279	213
MAT_BF     	SEL_KNN    	BRISK    	BRIEF    	7	272	45797	[32 x 272]	484	289	210
MAT_BF     	SEL_KNN    	BRISK    	BRIEF    	8	266	44870	[32 x 266]	469	272	201
MAT_BF     	SEL_KNN    	BRISK    	BRIEF    	9	254	45719	[32 x 254]	453	266	192
MAT_BF     	SEL_KNN    	BRISK    	ORB       	0	264	75587	[32 x 264]	6037	0	0
MAT_BF     	SEL_KNN    	BRISK    	ORB       	1	282	45142	[32 x 282]	6152	264	204
MAT_BF     	SEL_KNN    	BRISK    	ORB       	2	282	45117	[32 x 282]	6119	282	185
MAT_BF     	SEL_KNN    	BRISK    	ORB       	3	277	45261	[32 x 277]	6188	282	212
MAT_BF     	SEL_KNN    	BRISK    	ORB       	4	297	45710	[32 x 297]	6267	277	219
MAT_BF     	SEL_KNN    	BRISK    	ORB       	5	279	46393	[32 x 279]	6822	297	245
MAT_BF     	SEL_KNN    	BRISK    	ORB       	6	289	46627	[32 x 289]	6097	279	199
MAT_BF     	SEL_KNN    	BRISK    	ORB       	7	272	44965	[32 x 272]	6087	289	211
MAT_BF     	SEL_KNN    	BRISK    	ORB       	8	266	44617	[32 x 266]	6077	272	196
MAT_BF     	SEL_KNN    	BRISK    	ORB       	9	254	44763	[32 x 254]	6070	266	196
MAT_BF     	SEL_KNN    	BRISK    	FREAK    	0	242	70679	[64 x 242]	17583	0	0
MAT_BF     	SEL_KNN    	BRISK    	FREAK    	1	260	44927	[64 x 260]	18428	242	200
MAT_BF     	SEL_KNN    	BRISK    	FREAK    	2	263	45637	[64 x 263]	17816	260	204
MAT_BF     	SEL_KNN    	BRISK    	FREAK    	3	264	44894	[64 x 264]	17927	263	204
MAT_BF     	SEL_KNN    	BRISK    	FREAK    	4	274	45870	[64 x 274]	17835	264	215
MAT_BF     	SEL_KNN    	BRISK    	FREAK    	5	256	44581	[64 x 256]	17756	274	215
MAT_BF     	SEL_KNN    	BRISK    	FREAK    	6	269	45313	[64 x 269]	17812	256	215
MAT_BF     	SEL_KNN    	BRISK    	FREAK    	7	255	44602	[64 x 255]	17638	269	213
MAT_BF     	SEL_KNN    	BRISK    	FREAK    	8	243	44488	[64 x 243]	17694	255	204
MAT_BF     	SEL_KNN    	BRISK    	FREAK    	9	237	45735	[64 x 237]	18461	243	192
MAT_BF     	SEL_KNN    	BRISK    	AKAZE    	0	264	50288	[0 x 0]	-1	0	0
MAT_BF     	SEL_KNN    	BRISK    	AKAZE    	1	282	46944	[0 x 0]	-1	0	2
MAT_BF     	SEL_KNN    	BRISK    	AKAZE    	2	282	46852	[0 x 0]	-1	0	3
MAT_BF     	SEL_KNN    	BRISK    	AKAZE    	3	277	46203	[0 x 0]	-1	0	3
MAT_BF     	SEL_KNN    	BRISK    	AKAZE    	4	297	47032	[0 x 0]	-1	0	3
MAT_BF     	SEL_KNN    	BRISK    	AKAZE    	5	279	46471	[0 x 0]	-1	0	3
MAT_BF     	SEL_KNN    	BRISK    	AKAZE    	6	289	46040	[0 x 0]	-1	0	3
MAT_BF     	SEL_KNN    	BRISK    	AKAZE    	7	272	45702	[0 x 0]	-1	0	3
MAT_BF     	SEL_KNN    	BRISK    	AKAZE    	8	266	45666	[0 x 0]	-1	0	2
MAT_BF     	SEL_KNN    	BRISK    	AKAZE    	9	254	45550	[0 x 0]	-1	0	3
MAT_BF     	SEL_KNN    	BRISK    	SIFT     	0	264	72091	[128 x 264]	12009	0	0
MAT_BF     	SEL_KNN    	BRISK    	SIFT     	1	282	44940	[128 x 282]	11963	264	201
MAT_BF     	SEL_KNN    	BRISK    	SIFT     	2	282	44600	[128 x 282]	11946	282	217
MAT_BF     	SEL_KNN    	BRISK    	SIFT     	3	277	44427	[128 x 277]	12895	282	236
MAT_BF     	SEL_KNN    	BRISK    	SIFT     	4	297	45412	[128 x 297]	12460	277	221
MAT_BF     	SEL_KNN    	BRISK    	SIFT     	5	279	45207	[128 x 279]	11990	297	221
MAT_BF     	SEL_KNN    	BRISK    	SIFT     	6	289	44619	[128 x 289]	12072	279	217
MAT_BF     	SEL_KNN    	BRISK    	SIFT     	7	272	44191	[128 x 272]	11982	289	211
MAT_BF     	SEL_KNN    	BRISK    	SIFT     	8	266	44406	[128 x 266]	11995	272	196
MAT_BF     	SEL_KNN    	BRISK    	SIFT     	9	254	44515	[128 x 254]	12034	266	182
MAT_BF     	SEL_KNN    	ORB       	BRISK     	0	83	8381	[64 x 83]	17915	0	0
MAT_BF     	SEL_KNN    	ORB       	BRISK     	1	93	4289	[64 x 93]	17930	83	109
MAT_BF     	SEL_KNN    	ORB       	BRISK     	2	95	4120	[64 x 95]	17953	93	123
MAT_BF     	SEL_KNN    	ORB       	BRISK     	3	103	4052	[64 x 103]	17915	95	127
MAT_BF     	SEL_KNN    	ORB       	BRISK     	4	101	4067	[64 x 101]	17995	103	120
MAT_BF     	SEL_KNN    	ORB       	BRISK     	5	116	4070	[64 x 116]	18073	101	126
MAT_BF     	SEL_KNN    	ORB       	BRISK     	6	120	4117	[64 x 120]	18127	116	134
MAT_BF     	SEL_KNN    	ORB       	BRISK     	7	120	4105	[64 x 120]	18386	120	127
MAT_BF     	SEL_KNN    	ORB       	BRISK     	8	119	4157	[64 x 119]	18088	120	132
MAT_BF     	SEL_KNN    	ORB       	BRISK     	9	120	4114	[64 x 120]	18128	119	131
MAT_BF     	SEL_KNN    	ORB       	BRIEF    	0	92	18380	[32 x 92]	951	0	0
MAT_BF     	SEL_KNN    	ORB       	BRIEF    	1	102	8752	[32 x 102]	379	92	114
MAT_BF     	SEL_KNN    	ORB       	BRIEF    	2	106	5730	[32 x 106]	297	102	105
MAT_BF     	SEL_KNN    	ORB       	BRIEF    	3	113	4584	[32 x 113]	251	106	102
MAT_BF     	SEL_KNN    	ORB       	BRIEF    	4	109	3983	[32 x 109]	266	113	110
MAT_BF     	SEL_KNN    	ORB       	BRIEF    	5	125	4141	[32 x 125]	322	109	116
MAT_BF     	SEL_KNN    	ORB       	BRIEF    	6	130	4193	[32 x 130]	308	125	125
MAT_BF     	SEL_KNN    	ORB       	BRIEF    	7	129	4033	[32 x 129]	253	130	115
MAT_BF     	SEL_KNN    	ORB       	BRIEF    	8	127	4071	[32 x 127]	249	129	112
MAT_BF     	SEL_KNN    	ORB       	BRIEF    	9	128	4061	[32 x 128]	251	127	112
MAT_BF     	SEL_KNN    	ORB       	ORB       	0	92	14155	[32 x 92]	17157	0	0
MAT_BF     	SEL_KNN    	ORB       	ORB       	1	102	5999	[32 x 102]	8130	92	93
MAT_BF     	SEL_KNN    	ORB       	ORB       	2	106	4138	[32 x 106]	6466	102	104
MAT_BF     	SEL_KNN    	ORB       	ORB       	3	113	3994	[32 x 113]	6472	106	105
MAT_BF     	SEL_KNN    	ORB       	ORB       	4	109	4009	[32 x 109]	6421	113	107
MAT_BF     	SEL_KNN    	ORB       	ORB       	5	125	4033	[32 x 125]	6468	109	111
MAT_BF     	SEL_KNN    	ORB       	ORB       	6	130	4077	[32 x 130]	6469	125	110
MAT_BF     	SEL_KNN    	ORB       	ORB       	7	129	4062	[32 x 129]	6507	130	116
MAT_BF     	SEL_KNN    	ORB       	ORB       	8	127	4080	[32 x 127]	6459	129	111
MAT_BF     	SEL_KNN    	ORB       	ORB       	9	128	4110	[32 x 128]	6438	127	112
MAT_BF     	SEL_KNN    	ORB       	FREAK    	0	46	14166	[64 x 46]	35409	0	0
MAT_BF     	SEL_KNN    	ORB       	FREAK    	1	53	4434	[64 x 53]	16909	46	82
MAT_BF     	SEL_KNN    	ORB       	FREAK    	2	56	4070	[64 x 56]	16649	53	66
MAT_BF     	SEL_KNN    	ORB       	FREAK    	3	65	4013	[64 x 65]	16745	56	88
MAT_BF     	SEL_KNN    	ORB       	FREAK    	4	55	4060	[64 x 55]	16833	65	68
MAT_BF     	SEL_KNN    	ORB       	FREAK    	5	64	4007	[64 x 64]	16409	55	84
MAT_BF     	SEL_KNN    	ORB       	FREAK    	6	66	4143	[64 x 66]	16924	64	91
MAT_BF     	SEL_KNN    	ORB       	FREAK    	7	71	4065	[64 x 71]	17743	66	95
MAT_BF     	SEL_KNN    	ORB       	FREAK    	8	73	4113	[64 x 73]	17216	71	94
MAT_BF     	SEL_KNN    	ORB       	FREAK    	9	71	4129	[64 x 71]	16815	73	88
MAT_BF     	SEL_KNN    	ORB       	AKAZE    	0	92	4211	[0 x 0]	-1	0	0
MAT_BF     	SEL_KNN    	ORB       	AKAZE    	1	102	4082	[0 x 0]	-1	0	2
MAT_BF     	SEL_KNN    	ORB       	AKAZE    	2	106	4107	[0 x 0]	-1	0	3
MAT_BF     	SEL_KNN    	ORB       	AKAZE    	3	113	4042	[0 x 0]	-1	0	3
MAT_BF     	SEL_KNN    	ORB       	AKAZE    	4	109	4345	[0 x 0]	-1	0	3
MAT_BF     	SEL_KNN    	ORB       	AKAZE    	5	125	5088	[0 x 0]	-1	0	3
MAT_BF     	SEL_KNN    	ORB       	AKAZE    	6	130	4436	[0 x 0]	-1	0	3
MAT_BF     	SEL_KNN    	ORB       	AKAZE    	7	129	4309	[0 x 0]	-1	0	2
MAT_BF     	SEL_KNN    	ORB       	AKAZE    	8	127	4444	[0 x 0]	-1	0	2
MAT_BF     	SEL_KNN    	ORB       	AKAZE    	9	128	4138	[0 x 0]	-1	0	4
MAT_BF     	SEL_KNN    	ORB       	SIFT     	0	92	14098	[128 x 92]	29646	0	0
MAT_BF     	SEL_KNN    	ORB       	SIFT     	1	102	5141	[128 x 102]	13521	92	41
MAT_BF     	SEL_KNN    	ORB       	SIFT     	2	106	4031	[128 x 106]	13071	102	46
MAT_BF     	SEL_KNN    	ORB       	SIFT     	3	113	4015	[128 x 113]	13349	106	50
MAT_BF     	SEL_KNN    	ORB       	SIFT     	4	109	4089	[128 x 109]	12831	113	54
MAT_BF     	SEL_KNN    	ORB       	SIFT     	5	125	4180	[128 x 125]	13089	109	54
MAT_BF     	SEL_KNN    	ORB       	SIFT     	6	130	4135	[128 x 130]	17271	125	126
MAT_BF     	SEL_KNN    	ORB       	SIFT     	7	129	4065	[128 x 129]	14499	130	126
MAT_BF     	SEL_KNN    	ORB       	SIFT     	8	127	4155	[128 x 127]	14347	129	111
MAT_BF     	SEL_KNN    	ORB       	SIFT     	9	128	4111	[128 x 128]	13499	127	58
MAT_BF     	SEL_KNN    	AKAZE    	BRISK     	0	166	52933	[64 x 166]	19741	0	0
MAT_BF     	SEL_KNN    	AKAZE    	BRISK     	1	157	23674	[64 x 157]	18496	166	152
MAT_BF     	SEL_KNN    	AKAZE    	BRISK     	2	161	28516	[64 x 161]	18499	157	147
MAT_BF     	SEL_KNN    	AKAZE    	BRISK     	3	155	23384	[64 x 155]	18771	161	145
MAT_BF     	SEL_KNN    	AKAZE    	BRISK     	4	163	27306	[64 x 163]	18502	155	151
MAT_BF     	SEL_KNN    	AKAZE    	BRISK     	5	164	27294	[64 x 164]	18507	163	151
MAT_BF     	SEL_KNN    	AKAZE    	BRISK     	6	173	27366	[64 x 173]	18313	164	154
MAT_BF     	SEL_KNN    	AKAZE    	BRISK     	7	175	24436	[64 x 175]	18385	173	156
MAT_BF     	SEL_KNN    	AKAZE    	BRISK     	8	177	27117	[64 x 177]	18760	175	150
MAT_BF     	SEL_KNN    	AKAZE    	BRISK     	9	179	28145	[64 x 179]	18283	177	157
MAT_BF     	SEL_KNN    	AKAZE    	BRIEF    	0	166	55376	[32 x 166]	445	0	0
MAT_BF     	SEL_KNN    	AKAZE    	BRIEF    	1	157	27677	[32 x 157]	382	166	129
MAT_BF     	SEL_KNN    	AKAZE    	BRIEF    	2	161	27578	[32 x 161]	674	157	138
MAT_BF     	SEL_KNN    	AKAZE    	BRIEF    	3	155	28348	[32 x 155]	654	161	131
MAT_BF     	SEL_KNN    	AKAZE    	BRIEF    	4	163	28210	[32 x 163]	651	155	144
MAT_BF     	SEL_KNN    	AKAZE    	BRIEF    	5	164	27110	[32 x 164]	700	163	141
MAT_BF     	SEL_KNN    	AKAZE    	BRIEF    	6	173	27754	[32 x 173]	667	164	137
MAT_BF     	SEL_KNN    	AKAZE    	BRIEF    	7	175	27825	[32 x 175]	425	173	62
MAT_BF     	SEL_KNN    	AKAZE    	BRIEF    	8	177	23805	[32 x 177]	425	175	63
MAT_BF     	SEL_KNN    	AKAZE    	BRIEF    	9	179	23566	[32 x 179]	670	177	143
MAT_BF     	SEL_KNN    	AKAZE    	ORB       	0	166	55478	[32 x 166]	4784	0	0
MAT_BF     	SEL_KNN    	AKAZE    	ORB       	1	157	24015	[32 x 157]	4402	166	130
MAT_BF     	SEL_KNN    	AKAZE    	ORB       	2	161	23489	[32 x 161]	4382	157	129
MAT_BF     	SEL_KNN    	AKAZE    	ORB       	3	155	23453	[32 x 155]	4416	161	131
MAT_BF     	SEL_KNN    	AKAZE    	ORB       	4	163	23540	[32 x 163]	4463	155	134
MAT_BF     	SEL_KNN    	AKAZE    	ORB       	5	164	23926	[32 x 164]	4823	163	127
MAT_BF     	SEL_KNN    	AKAZE    	ORB       	6	173	27867	[32 x 173]	4529	164	139
MAT_BF     	SEL_KNN    	AKAZE    	ORB       	7	175	27563	[32 x 175]	4757	173	140
MAT_BF     	SEL_KNN    	AKAZE    	ORB       	8	177	28724	[32 x 177]	4678	175	142
MAT_BF     	SEL_KNN    	AKAZE    	ORB       	9	179	27353	[32 x 179]	4511	177	141
MAT_BF     	SEL_KNN    	AKAZE    	FREAK    	0	166	59943	[64 x 166]	33288	0	0
MAT_BF     	SEL_KNN    	AKAZE    	FREAK    	1	157	27833	[64 x 157]	19038	166	145
MAT_BF     	SEL_KNN    	AKAZE    	FREAK    	2	161	25918	[64 x 161]	18908	157	139
MAT_BF     	SEL_KNN    	AKAZE    	FREAK    	3	155	25829	[64 x 155]	18933	161	134
MAT_BF     	SEL_KNN    	AKAZE    	FREAK    	4	163	25853	[64 x 163]	18877	155	139
MAT_BF     	SEL_KNN    	AKAZE    	FREAK    	5	164	25749	[64 x 164]	18728	163	141
MAT_BF     	SEL_KNN    	AKAZE    	FREAK    	6	173	25399	[64 x 173]	18585	164	141
MAT_BF     	SEL_KNN    	AKAZE    	FREAK    	7	175	25693	[64 x 175]	17646	173	139
MAT_BF     	SEL_KNN    	AKAZE    	FREAK    	8	177	24088	[64 x 177]	18550	175	148
MAT_BF     	SEL_KNN    	AKAZE    	FREAK    	9	179	25153	[64 x 179]	18651	177	147
MAT_BF     	SEL_KNN    	AKAZE    	AKAZE    	0	166	53907	[61 x 166]	23535	0	0
MAT_BF     	SEL_KNN    	AKAZE    	AKAZE    	1	157	23347	[61 x 157]	18987	166	65
MAT_BF     	SEL_KNN    	AKAZE    	AKAZE    	2	161	28872	[61 x 161]	24939	157	145
MAT_BF     	SEL_KNN    	AKAZE    	AKAZE    	3	155	28841	[61 x 155]	23011	161	64
MAT_BF     	SEL_KNN    	AKAZE    	AKAZE    	4	163	24385	[61 x 163]	18987	155	62
MAT_BF     	SEL_KNN    	AKAZE    	AKAZE    	5	164	23592	[61 x 164]	18942	163	65
MAT_BF     	SEL_KNN    	AKAZE    	AKAZE    	6	173	23479	[61 x 173]	19024	164	69
MAT_BF     	SEL_KNN    	AKAZE    	AKAZE    	7	175	23553	[61 x 175]	19105	173	72
MAT_BF     	SEL_KNN    	AKAZE    	AKAZE    	8	177	23557	[61 x 177]	18788	175	73
MAT_BF     	SEL_KNN    	AKAZE    	AKAZE    	9	179	23603	[61 x 179]	19335	177	74
MAT_BF     	SEL_KNN    	AKAZE    	SIFT     	0	166	61306	[128 x 166]	22457	0	0
MAT_BF     	SEL_KNN    	AKAZE    	SIFT     	1	157	28587	[128 x 157]	11391	166	2320
MAT_BF     	SEL_KNN    	AKAZE    	SIFT     	2	161	26361	[128 x 161]	10276	157	89
MAT_BF     	SEL_KNN    	AKAZE    	SIFT     	3	155	24702	[128 x 155]	10289	161	80
MAT_BF     	SEL_KNN    	AKAZE    	SIFT     	4	163	24349	[128 x 163]	10210	155	79
MAT_BF     	SEL_KNN    	AKAZE    	SIFT     	5	164	24245	[128 x 164]	10591	163	92
MAT_BF     	SEL_KNN    	AKAZE    	SIFT     	6	173	24058	[128 x 173]	10289	164	100
MAT_BF     	SEL_KNN    	AKAZE    	SIFT     	7	175	26379	[128 x 175]	10299	173	93
MAT_BF     	SEL_KNN    	AKAZE    	SIFT     	8	177	24628	[128 x 177]	12518	175	161
MAT_BF     	SEL_KNN    	AKAZE    	SIFT     	9	179	23878	[128 x 179]	10546	177	95
MAT_BF     	SEL_KNN    	SIFT     	BRISK     	0	137	80812	[64 x 137]	19037	0	0
MAT_BF     	SEL_KNN    	SIFT     	BRISK     	1	132	58865	[64 x 132]	18364	137	138
MAT_BF     	SEL_KNN    	SIFT     	BRISK     	2	124	54574	[64 x 124]	17978	132	138
MAT_BF     	SEL_KNN    	SIFT     	BRISK     	3	137	56397	[64 x 137]	18457	124	130
MAT_BF     	SEL_KNN    	SIFT     	BRISK     	4	134	56655	[64 x 134]	18566	137	134
MAT_BF     	SEL_KNN    	SIFT     	BRISK     	5	140	56777	[64 x 140]	18239	134	138
MAT_BF     	SEL_KNN    	SIFT     	BRISK     	6	137	58631	[64 x 137]	18841	140	138
MAT_BF     	SEL_KNN    	SIFT     	BRISK     	7	148	58109	[64 x 148]	18503	137	139
MAT_BF     	SEL_KNN    	SIFT     	BRISK     	8	159	56942	[64 x 159]	18817	148	139
MAT_BF     	SEL_KNN    	SIFT     	BRISK     	9	137	57488	[64 x 137]	18760	159	142
MAT_BF     	SEL_KNN    	SIFT     	BRIEF    	0	138	60315	[32 x 138]	616	0	0
MAT_BF     	SEL_KNN    	SIFT     	BRIEF    	1	132	56385	[32 x 132]	614	138	124
MAT_BF     	SEL_KNN    	SIFT     	BRIEF    	2	124	56432	[32 x 124]	628	132	125
MAT_BF     	SEL_KNN    	SIFT     	BRIEF    	3	137	56217	[32 x 137]	627	124	119
MAT_BF     	SEL_KNN    	SIFT     	BRIEF    	4	134	56657	[32 x 134]	618	137	114
MAT_BF     	SEL_KNN    	SIFT     	BRIEF    	5	140	56473	[32 x 140]	629	134	127
MAT_BF     	SEL_KNN    	SIFT     	BRIEF    	6	137	57871	[32 x 137]	629	140	122
MAT_BF     	SEL_KNN    	SIFT     	BRIEF    	7	148	57831	[32 x 148]	677	137	129
MAT_BF     	SEL_KNN    	SIFT     	BRIEF    	8	159	59019	[32 x 159]	746	148	135
MAT_BF     	SEL_KNN    	SIFT     	BRIEF    	9	137	57436	[32 x 137]	615	159	127
MAT_BF     	SEL_KNN    	SIFT     	ORB       	0	138	86070	[0 x 0]	-1	0	0
MAT_BF     	SEL_KNN    	SIFT     	ORB       	1	132	56665	[0 x 0]	-1	0	3
MAT_BF     	SEL_KNN    	SIFT     	ORB       	2	124	56401	[0 x 0]	-1	0	4
MAT_BF     	SEL_KNN    	SIFT     	ORB       	3	137	56470	[0 x 0]	-1	0	4
MAT_BF     	SEL_KNN    	SIFT     	ORB       	4	134	56896	[0 x 0]	-1	0	4
MAT_BF     	SEL_KNN    	SIFT     	ORB       	5	140	56434	[0 x 0]	-1	0	4
MAT_BF     	SEL_KNN    	SIFT     	ORB       	6	137	56557	[0 x 0]	-1	0	4
MAT_BF     	SEL_KNN    	SIFT     	ORB       	7	148	56770	[0 x 0]	-1	0	4
MAT_BF     	SEL_KNN    	SIFT     	ORB       	8	159	57346	[0 x 0]	-1	0	3
MAT_BF     	SEL_KNN    	SIFT     	ORB       	9	137	57312	[0 x 0]	-1	0	4
MAT_BF     	SEL_KNN    	SIFT     	FREAK    	0	137	81476	[64 x 137]	18605	0	0
MAT_BF     	SEL_KNN    	SIFT     	FREAK    	1	131	58722	[64 x 131]	18772	137	122
